verb,Levin_classes,,,
dangle,"putting-in-spatial-config(Verbs of Putting),long(Verbs of Desire),",,,
dapple,"fill(Verbs of Putting),",,,
darken,"other change-of-state(Verbs of Change of State),",,,
dash,"hit(Verbs of Contact by Impact),",,,
date,"illustrate(Image Creation Verbs),",,,
daub,"spray/load(Verbs of Putting),",,,
daunt,"amuse(Psych-Verbs),",,,
dawn,"appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
daze,"amuse(Psych-Verbs),",,,
dazzle,"amuse(Psych-Verbs),",,,
de-escalate,"other change-of-state(Verbs of Change of State),",,,
deaccent,"debone(Verbs of Removing),",,,
debark,"debone(Verbs of Removing),",,,
debone,"debone(Verbs of Removing),",,,
debowel,"debone(Verbs of Removing),",,,
debug,"debone(Verbs of Removing),",,,
debur,"debone(Verbs of Removing),",,,
decay,"entity-specific change-of-state(Verbs of Change of State),",,,
decelerate,"other change-of-state(Verbs of Change of State),",,,
decentralize,"other change-of-state(Verbs of Change of State),",,,
decimate,"destroy(Destroy Verbs),",,,
deck,"fill(Verbs of Putting),",,,
declare,"declare(Verbs with Predicative Complements),say(Verbs of Communication),reflexive appearance(Verbs of Appearance, Disappearance, and Occurrence),",,,
declaw,"debone(Verbs of Removing),",,,
decline,"calibratable change-of-state(Verbs of Change of State),",,,
decompose,"other change-of-state(Verbs of Change of State),",,,
decorate,"fill(Verbs of Putting),illustrate(Image Creation Verbs),",,,
decouple,"separate(Verbs of Separating and Disassembling),",,,
decrease,"other change-of-state(Verbs of Change of State),calibratable change-of-state(Verbs of Change of State),",,,
decree,"dub(Verbs with Predicative Complements),",,,
decry,"judgment(Judgment Verbs),",,,
deem,"appoint(Verbs with Predicative Complements),",,,
deep-fry,"cook(Verbs of Change of State),",,,
deepen,"other change-of-state(Verbs of Change of State),",,,
defame,"judgment(Judgment Verbs),",,,
defang,"debone(Verbs of Removing),",,,
defat,"debone(Verbs of Removing),",,,
defeather,"debone(Verbs of Removing),",,,
define,"characterize(Verbs with Predicative Complements),reflexive appearance(Verbs of Appearance, Disappearance, and Occurrence),",,,
deflate,"other change-of-state(Verbs of Change of State),",,,
deflea,"debone(Verbs of Removing),",,,
deflesh,"debone(Verbs of Removing),",,,
defoam,"debone(Verbs of Removing),",,,
defog,"debone(Verbs of Removing),",,,
deforest,"debone(Verbs of Removing),",,,
defraud,"cheat(Verbs of Removing),",,,
defrost,"debone(Verbs of Removing),other change-of-state(Verbs of Change of State),",,,
defuzz,"debone(Verbs of Removing),",,,
degas,"debone(Verbs of Removing),",,,
degenerate,"other change-of-state(Verbs of Change of State),",,,
degerm,"debone(Verbs of Removing),",,,
deglaze,"debone(Verbs of Removing),",,,
degrade,"other change-of-state(Verbs of Change of State),",,,
degrease,"debone(Verbs of Removing),",,,
degrit,"debone(Verbs of Removing),",,,
degum,"debone(Verbs of Removing),",,,
degut,"debone(Verbs of Removing),",,,
dehair,"debone(Verbs of Removing),",,,
dehead,"debone(Verbs of Removing),",,,
dehorn,"debone(Verbs of Removing),",,,
dehull,"debone(Verbs of Removing),",,,
dehumidify,"other change-of-state(Verbs of Change of State),",,,
dehusk,"debone(Verbs of Removing),",,,
deice,"debone(Verbs of Removing),",,,
deject,"amuse(Psych-Verbs),",,,
delete,"remove(Verbs of Removing),",,,
delight,"amuse(Psych-Verbs),",,,
delint,"debone(Verbs of Removing),",,,
deliver,"send(Verbs of Sending and Carrying),",,,
delouse,"debone(Verbs of Removing),",,,
deluge,"fill(Verbs of Putting),",,,
deluster,"debone(Verbs of Removing),",,,
delve,"rummage(Verbs of Searching),",,,
demagnetize,"other change-of-state(Verbs of Change of State),",,,
demast,"debone(Verbs of Removing),",,,
democratize,"other change-of-state(Verbs of Change of State),",,,
demolish,"amuse(Psych-Verbs),destroy(Destroy Verbs),",,,
demonstrate,"message transfer(Verbs of Communication),",,,
demoralize,"amuse(Psych-Verbs),",,,
denigrate,"judgment(Judgment Verbs),",,,
denounce,"judgment(Judgment Verbs),",,,
dent,"carve(Verbs of Cutting),",,,
denude,"cheat(Verbs of Removing),",,,
deny,"conjecture(Verbs with Predicative Complements),",,,
depart,"inherently directed motion(Verbs of Motion),",,,
depend,"exist(Verbs of Existence),",,,
deplete,"cheat(Verbs of Removing),",,,
deplore,"admire(Psych-Verbs),",,,
depopulate,"cheat(Verbs of Removing),",,,
deport,"banish(Verbs of Removing),",,,
deprecate,"judgment(Judgment Verbs),",,,
depreciate,"calibratable change-of-state(Verbs of Change of State),",,,
depress,"amuse(Psych-Verbs),",,,
depressurize,"other change-of-state(Verbs of Change of State),",,,
deprive,"cheat(Verbs of Removing),",,,
derat,"debone(Verbs of Removing),",,,
derib,"debone(Verbs of Removing),",,,
deride,"judgment(Judgment Verbs),",,,
derind,"debone(Verbs of Removing),",,,
derive,"create(Verbs of Creation and Transformation),appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
desalt,"debone(Verbs of Removing),",,,
descale,"debone(Verbs of Removing),",,,
descend,"inherently directed motion(Verbs of Motion),",,,
describe,"characterize(Verbs with Predicative Complements),",,,
descry,"sight(Verbs of Perception),",,,
desert,"leave(Verbs of Motion),",,,
desex,"debone(Verbs of Removing),",,,
desiccate,"other change-of-state(Verbs of Change of State),",,,
design,"create(Verbs of Creation and Transformation),",,,
designate,"appoint(Verbs with Predicative Complements),",,,
desire,"want(Verbs of Desire),",,,
despise,"admire(Psych-Verbs),",,,
despoil,"cheat(Verbs of Removing),",,,
desprout,"debone(Verbs of Removing),",,,
destabilize,"other change-of-state(Verbs of Change of State),",,,
destarch,"debone(Verbs of Removing),",,,
destress,"debone(Verbs of Removing),",,,
destroy,"destroy(Destroy Verbs),",,,
detach,"disassemble(Verbs of Separating and Disassembling),",,,
detassel,"debone(Verbs of Removing),",,,
detect,"see(Verbs of Perception),",,,
deteriorate,"other change-of-state(Verbs of Change of State),entity-specific change-of-state(Verbs of Change of State),",,,
detonate,"other change-of-state(Verbs of Change of State),",,,
detusk,"debone(Verbs of Removing),",,,
devastate,"amuse(Psych-Verbs),destroy(Destroy Verbs),",,,
devein,"debone(Verbs of Removing),",,,
develop,"build(Verbs of Creation and Transformation),grow(Verbs of Creation and Transformation),appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
devour,"devour(Verbs of Ingesting),",,,
dewater,"debone(Verbs of Removing),",,,
dewax,"debone(Verbs of Removing),",,,
deworm,"debone(Verbs of Removing),",,,
diagnose,"characterize(Verbs with Predicative Complements),",,,
diaper,"butter(Verbs of Putting),",,,
dice,"carve(Verbs of Cutting),",,,
dictate,"message transfer(Verbs of Communication),",,,
differentiate,"separate(Verbs of Separating and Disassembling),differ(Verbs of Separating and Disassembling),",,,
dig,"poke(Poke Verbs),create(Verbs of Creation and Transformation),hunt(Verbs of Searching),",,,
diminish,"other change-of-state(Verbs of Change of State),other change-of-state(Verbs of Change of State),calibratable change-of-state(Verbs of Change of State),",,,
ding,"sound emission(Verbs of Emission),",,,
dip,"funnel(Verbs of Putting),",,,
direct,"performance(Verbs of Creation and Transformation),",,,
dirty,"fill(Verbs of Putting),other change-of-state(Verbs of Change of State),",,,
disabuse,"cheat(Verbs of Removing),",,,
disappoint,"amuse(Psych-Verbs),",,,
disarm,"cheat(Verbs of Removing),amuse(Psych-Verbs),",,,
disassemble,"disassemble(Verbs of Separating and Disassembling),",,,
disburse,"contribute(Verbs of Change of Possession),",,,
discern,"see(Verbs of Perception),",,,
discharge,"remove(Verbs of Removing),",,,
discombobulate,"amuse(Psych-Verbs),",,,
discomfit,"amuse(Psych-Verbs),",,,
discompose,"amuse(Psych-Verbs),",,,
disconcert,"amuse(Psych-Verbs),",,,
disconnect,"separate(Verbs of Separating and Disassembling),disassemble(Verbs of Separating and Disassembling),",,,
discontinue,"complete(Aspectual Verbs),",,,
discourage,"amuse(Psych-Verbs),",,,
discover,"conjecture(Verbs with Predicative Complements),sight(Verbs of Perception),",,,
disdain,"admire(Psych-Verbs),",,,
disencumber,"cheat(Verbs of Removing),",,,
disengage,"remove(Verbs of Removing),",,,
disentangle,"separate(Verbs of Separating and Disassembling),",,,
disgorge,"remove(Verbs of Removing),",,,
disgrace,"amuse(Psych-Verbs),",,,
disgruntle,"amuse(Psych-Verbs),",,,
disguise,"characterize(Verbs with Predicative Complements),",,,
disgust,"amuse(Psych-Verbs),",,,
dishearten,"amuse(Psych-Verbs),",,,
disillusion,"amuse(Psych-Verbs),",,,
disintegrate,"other change-of-state(Verbs of Change of State),",,,
dislike,"admire(Psych-Verbs),",,,
dislodge,"remove(Verbs of Removing),",,,
dismay,"amuse(Psych-Verbs),",,,
dismiss,"remove(Verbs of Removing),",,,
disparage,"judgment(Judgment Verbs),",,,
dispatch,"send(Verbs of Sending and Carrying),murder(Verbs of Killing),",,,
dispirit,"amuse(Psych-Verbs),",,,
displease,"amuse(Psych-Verbs),",,,
dispossess,"cheat(Verbs of Removing),",,,
disquiet,"amuse(Psych-Verbs),",,,
dissatisfy,"amuse(Psych-Verbs),",,,
dissipate,"other change-of-state(Verbs of Change of State),",,,
dissociate,"separate(Verbs of Separating and Disassembling),",,,
dissolve,"other change-of-state(Verbs of Change of State),",,,
distemper,"color(Verbs of Coloring),",,,
distend,"other change-of-state(Verbs of Change of State),",,,
distill,"wipe(Verbs of Removing),",,,
distinguish,"separate(Verbs of Separating and Disassembling),",,,
distract,"amuse(Psych-Verbs),",,,
distres,"amuse(Psych-Verbs),",,,
distribute,"contribute(Verbs of Change of Possession),",,,
distrust,"admire(Psych-Verbs),",,,
disturb,"amuse(Psych-Verbs),",,,
dive,"search(Verbs of Searching),",,,
divest,"cheat(Verbs of Removing),",,,
divide,"separate(Verbs of Separating and Disassembling),other change-of-state(Verbs of Change of State),",,,
divorce,"separate(Verbs of Separating and Disassembling),",,,
dock,"pocket(Verbs of Putting),",,,
doctor,"captain(Verbs with Predicative Complements),",,,
dodge,"avoid(Avoid Verbs),",,,
doff,"simple dress(Verbs of Grooming and Bodily Care),",,,
doll,"dressing well(Verbs of Grooming and Bodily Care),",,,
dominate,"contiguous location(Verbs of Existence),",,,
don,"simple dress(Verbs of Grooming and Bodily Care),",,,
donate,"contribute(Verbs of Change of Possession),",,,
dong,"sound emission(Verbs of Emission),",,,
doodle,"scribble(Image Creation Verbs),",,,
dot,"fill(Verbs of Putting),",,,
double,"other change-of-state(Verbs of Change of State),other change-of-state(Verbs of Change of State),",,,
douse,"fill(Verbs of Putting),",,,
drag,"carry(Verbs of Sending and Carrying),search(Verbs of Searching),",,,
drain,"clear(Verbs of Removing),cheat(Verbs of Removing),other change-of-state(Verbs of Change of State),",,,
drape,"spray/load(Verbs of Putting),",,,
draw,"remove(Verbs of Removing),push/pull(Verbs of Exerting Force: Push/Pull Verbs),scribble(Image Creation Verbs),performance(Verbs of Creation and Transformation),",,,
dread,"admire(Psych-Verbs),",,,
dredge,"search(Verbs of Searching),",,,
drench,"fill(Verbs of Putting),",,,
dress,"dressing well(Verbs of Grooming and Bodily Care),",,,
dribble,"pour(Verbs of Putting),",,,
drift,"roll(Verbs of Motion),",,,
drill,"carve(Verbs of Cutting),",,,
drink,"eat(Verbs of Ingesting),",,,
drip,"pour(Verbs of Putting),",,,
drive,"drive(Verbs of Sending and Carrying),non-vehicle names(Verbs of Motion),",,,
drizzle,"spray/load(Verbs of Putting),",,,
drop,"putting-in-specified-direction(Verbs of Putting),calibratable change-of-state(Verbs of Change of State),roll(Verbs of Motion),",,,
drown,"poison(Verbs of Killing),",,,
drug,"butter(Verbs of Putting),",,,
drum,"hit(Verbs of Contact by Impact),crane(Verbs Involving the Body),",,,
dry,"other change-of-state(Verbs of Change of State),",,,
drydock,"pocket(Verbs of Putting),",,,
dub,"dub(Verbs with Predicative Complements),",,,
duck,"avoid(Avoid Verbs),",,,
dull,"other change-of-state(Verbs of Change of State),",,,
dumbfound,"amuse(Psych-Verbs),",,,
dump,"funnel(Verbs of Putting),",,,
dust,"spray/load(Verbs of Putting),wipe(Verbs of Removing),",,,
dye,"color(Verbs of Coloring),braid(Verbs of Grooming and Bodily Care),",,,
earn,"get(Verbs of Change of Possession),",,,
ease,"cheat(Verbs of Removing),other change-of-state(Verbs of Change of State),",,,
eat,"eat(Verbs of Ingesting),",,,
edge,"fill(Verbs of Putting),contiguous location(Verbs of Existence),",,,
eject,"remove(Verbs of Removing),",,,
elate,"amuse(Psych-Verbs),",,,
elect,"appoint(Verbs with Predicative Complements),",,,
electrify,"amuse(Psych-Verbs),",,,
electrocute,"poison(Verbs of Killing),",,,
eliminate,"remove(Verbs of Removing),murder(Verbs of Killing),",,,
elude,"avoid(Avoid Verbs),",,,
email,"send(Verbs of Sending and Carrying),instrument of communication(Verbs of Communication),",,,
emanate,"appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
emancipate,"steal(Verbs of Removing),",,,
embarrass,"amuse(Psych-Verbs),",,,
embellish,"fill(Verbs of Putting),illustrate(Image Creation Verbs),",,,
embezzle,"steal(Verbs of Removing),",,,
emblazon,"fill(Verbs of Putting),",,,
embolden,"amuse(Psych-Verbs),",,,
emboss,"image-impression(Image Creation Verbs),",,,
embroider,"image-impression(Image Creation Verbs),build(Verbs of Creation and Transformation),",,,
emcee,"captain(Verbs with Predicative Complements),",,,
emerge,"appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
employ,"characterize(Verbs with Predicative Complements),",,,
empty,"clear(Verbs of Removing),other change-of-state(Verbs of Change of State),",,,
emulsify,"other change-of-state(Verbs of Change of State),",,,
enamel,"color(Verbs of Coloring),",,,
enchant,"amuse(Psych-Verbs),",,,
encircle,"fill(Verbs of Putting),contiguous location(Verbs of Existence),",,,
enclose,"contiguous location(Verbs of Existence),",,,
encourage,"amuse(Psych-Verbs),",,,
encrust,"fill(Verbs of Putting),",,,
end,"begin(Aspectual Verbs),",,,
endorse,"illustrate(Image Creation Verbs),",,,
endow,"fill(Verbs of Putting),",,,
energize,"other change-of-state(Verbs of Change of State),",,,
engage,"amalgamate(Verbs of Combining and Attaching),characterize(Verbs with Predicative Complements),amuse(Psych-Verbs),",,,
engender,"engender(Engender Verbs),",,,
engrave,"image-impression(Image Creation Verbs),",,,
engross,"amuse(Psych-Verbs),",,,
enjoy,"admire(Psych-Verbs),",,,
enlarge,"other change-of-state(Verbs of Change of State),",,,
enlighten,"amuse(Psych-Verbs),",,,
enlist,"characterize(Verbs with Predicative Complements),",,,
enliven,"amuse(Psych-Verbs),",,,
enrage,"amuse(Psych-Verbs),",,,
enrapture,"amuse(Psych-Verbs),",,,
enrich,"fill(Verbs of Putting),",,,
enroll,"characterize(Verbs with Predicative Complements),",,,
entangle,"fill(Verbs of Putting),amalgamate(Verbs of Combining and Attaching),",,,
enter,"characterize(Verbs with Predicative Complements),inherently directed motion(Verbs of Motion),",,,
entertain,"amuse(Psych-Verbs),",,,
enthrall,"amuse(Psych-Verbs),",,,
enthuse,"amuse(Psych-Verbs),marvel(Psych-Verbs),",,,
entice,"amuse(Psych-Verbs),",,,
entrance,"amuse(Psych-Verbs),",,,
entrust,"fulfilling(Verbs of Change of Possession),",,,
entwine,"amalgamate(Verbs of Combining and Attaching),",,,
envisage,"characterize(Verbs with Predicative Complements),",,,
envy,"admire(Psych-Verbs),",,,
epoxy,"tape(Verbs of Combining and Attaching),",,,
equalize,"other change-of-state(Verbs of Change of State),",,,
equip,"equip(Verbs of Change of Possession),",,,
eradicate,"remove(Verbs of Removing),",,,
erase,"wipe(Verbs of Removing),",,,
erode,"entity-specific change-of-state(Verbs of Change of State),",,,
erupt,"appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
escape,"inherently directed motion(Verbs of Motion),",,,
escort,"captain(Verbs with Predicative Complements),accompany(Verbs of Motion),",,,
espy,"sight(Verbs of Perception),",,,
establish,"characterize(Verbs with Predicative Complements),",,,
esteem,"appoint(Verbs with Predicative Complements),characterize(Verbs with Predicative Complements),admire(Psych-Verbs),",,,
estimate,"price(Measure Verbs),",,,
etch,"image-impression(Image Creation Verbs),",,,
eulogize,"judgment(Judgment Verbs),",,,
evacuate,"banish(Verbs of Removing),",,,
evade,"avoid(Avoid Verbs),",,,
evaluate,"assessment(Verbs of Assessment),",,,
evaporate,"other change-of-state(Verbs of Change of State),",,,
even,"other change-of-state(Verbs of Change of State),",,,
evict,"remove(Verbs of Removing),",,,
evolve,"grow(Verbs of Creation and Transformation),appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
exact,"obtain(Verbs of Change of Possession),",,,
exalt,"admire(Psych-Verbs),",,,
examine,"sight(Verbs of Perception),investigate(Verbs of Searching),",,,
exasperate,"amuse(Psych-Verbs),",,,
excavate,"search(Verbs of Searching),",,,
exchange,"exchange(Verbs of Change of Possession),",,,
excise,"remove(Verbs of Removing),",,,
excite,"amuse(Psych-Verbs),",,,
excommunicate,"remove(Verbs of Removing),",,,
excuse,"judgment(Judgment Verbs),",,,
execrate,"admire(Psych-Verbs),",,,
execute,"murder(Verbs of Killing),",,,
exhaust,"amuse(Psych-Verbs),",,,
exhilarate,"amuse(Psych-Verbs),",,,
exit,"inherently directed motion(Verbs of Motion),",,,
exonerate,"cheat(Verbs of Removing),",,,
exorcise,"steal(Verbs of Removing),",,,
expand,"other change-of-state(Verbs of Change of State),",,,
expel,"remove(Verbs of Removing),banish(Verbs of Removing),",,,
explain,"message transfer(Verbs of Communication),",,,
explicate,"message transfer(Verbs of Communication),",,,
explode,"sound emission(Verbs of Emission),other change-of-state(Verbs of Change of State),",,,
explore,"investigate(Verbs of Searching),",,,
express,"send(Verbs of Sending and Carrying),reflexive appearance(Verbs of Appearance, Disappearance, and Occurrence),",,,
expunge,"wipe(Verbs of Removing),",,,
extend,"contribute(Verbs of Change of Possession),future-having(Verbs of Change of Possession),",,,
exterminate,"destroy(Destroy Verbs),",,,
extirpate,"remove(Verbs of Removing),destroy(Destroy Verbs),",,,
extol,"judgment(Judgment Verbs),",,,
extort,"steal(Verbs of Removing),",,,
extract,"remove(Verbs of Removing),steal(Verbs of Removing),",,,
extradite,"banish(Verbs of Removing),",,,
extrude,"remove(Verbs of Removing),",,,
exude,"appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
eye,"sight(Verbs of Perception),",,,
fabricate,"create(Verbs of Creation and Transformation),",,,
face,"fill(Verbs of Putting),",,,
fade,"other change-of-state(Verbs of Change of State),",,,
fall,"calibratable change-of-state(Verbs of Change of State),",,,
fancy,"declare(Verbs with Predicative Complements),admire(Psych-Verbs),want(Verbs of Desire),",,,
fascinate,"amuse(Psych-Verbs),",,,
fashion,"build(Verbs of Creation and Transformation),",,,
fasten,"shake(Verbs of Combining and Attaching),",,,
fatten,"other change-of-state(Verbs of Change of State),",,,
fault,"judgment(Judgment Verbs),",,,
favor,"admire(Psych-Verbs),",,,
fax,"instrument of communication(Verbs of Communication),",,,
faze,"amuse(Psych-Verbs),",,,
fear,"admire(Psych-Verbs),",,,
feather,"butter(Verbs of Putting),",,,
federate,"other change-of-state(Verbs of Change of State),",,,
FedEx,"send(Verbs of Sending and Carrying),",,,
feed,"give(Verbs of Change of Possession),feeding(Verbs of Ingesting),fit(Measure Verbs),",,,
feel,"conjecture(Verbs with Predicative Complements),see(Verbs of Perception),stimulus-subject perception(Verbs of Perception),hunt(Verbs of Searching),",,,
felicitate,"judgment(Judgment Verbs),",,,
fence,"butter(Verbs of Putting),contiguous location(Verbs of Existence),",,,
ferment,"entity-specific change-of-state(Verbs of Change of State),",,,
ferret,"ferret(Verbs of Searching),",,,
ferry,"drive(Verbs of Sending and Carrying),vehicle names(Verbs of Motion),",,,
festoon,"fill(Verbs of Putting),",,,
fetch,"get(Verbs of Change of Possession),",,,
fetter,"tape(Verbs of Combining and Attaching),",,,
figure,"conjecture(Verbs with Predicative Complements),",,,
filch,"steal(Verbs of Removing),",,,
file,"pocket(Verbs of Putting),wipe(Verbs of Removing),carve(Verbs of Cutting),braid(Verbs of Grooming and Bodily Care),",,,
fill,"fill(Verbs of Putting),other change-of-state(Verbs of Change of State),contiguous location(Verbs of Existence),",,,
fillet,"carve(Verbs of Cutting),",,,
film,"transcribe(Image Creation Verbs),",,,
filter,"wipe(Verbs of Removing),",,,
find,"get(Verbs of Change of Possession),declare(Verbs with Predicative Complements),",,,
fine,"judgment(Judgment Verbs),bill(Measure Verbs),",,,
finish,"begin(Aspectual Verbs),",,,
fire,"throw(Verbs of Throwing),",,,
firm,"other change-of-state(Verbs of Change of State),",,,
fish,"hunt(Verbs of Searching),",,,
fit,"fit(Measure Verbs),",,,
fix,"preparing(Verbs of Creation and Transformation),price(Measure Verbs),",,,
flabbergast,"amuse(Psych-Verbs),",,,
flame,"light emission(Verbs of Emission),",,,
flank,"contiguous location(Verbs of Existence),",,,
flap,"crane(Verbs Involving the Body),",,,
flare,"light emission(Verbs of Emission),",,,
flash,"crane(Verbs Involving the Body),light emission(Verbs of Emission),",,,
flatten,"other change-of-state(Verbs of Change of State),",,,
flatter,"amuse(Psych-Verbs),",,,
fleck,"fill(Verbs of Putting),",,,
flee,"inherently directed motion(Verbs of Motion),",,,
fleece,"cheat(Verbs of Removing),",,,
flex,"crane(Verbs Involving the Body),",,,
flick,"throw(Verbs of Throwing),crane(Verbs Involving the Body),",,,
flicker,"light emission(Verbs of Emission),",,,
fling,"throw(Verbs of Throwing),",,,
flip,"throw(Verbs of Throwing),",,,
float,"slide(Verbs of Sending and Carrying),roll(Verbs of Motion),",,,
flog,"steal(Verbs of Removing),spank(Verbs of Contact by Impact),",,,
flood,"fill(Verbs of Putting),other change-of-state(Verbs of Change of State),",,,
floor,"amuse(Psych-Verbs),",,,
flour,"butter(Verbs of Putting),",,,
flower,"entity-specific change-of-state(Verbs of Change of State),appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
fluctuate,"calibratable change-of-state(Verbs of Change of State),",,,
flush,"wipe(Verbs of Removing),",,,
fluster,"amuse(Psych-Verbs),",,,
flutter,"crane(Verbs Involving the Body),",,,
fly,"drive(Verbs of Sending and Carrying),non-vehicle names(Verbs of Motion),",,,
fold,"build(Verbs of Creation and Transformation),knead(Verbs of Creation and Transformation),crane(Verbs Involving the Body),bend(Verbs of Change of State),",,,
follow,"contiguous location(Verbs of Existence),chase(Verbs of Motion),",,,
forage,"rummage(Verbs of Searching),",,,
forcefeed,"feeding(Verbs of Ingesting),",,,
forest,"butter(Verbs of Putting),",,,
forfeit,"contribute(Verbs of Change of Possession),",,,
forge,"scribble(Image Creation Verbs),transcribe(Image Creation Verbs),build(Verbs of Creation and Transformation),",,,
forgive,"judgment(Judgment Verbs),",,,
fork,"pocket(Verbs of Putting),",,,
form,"create(Verbs of Creation and Transformation),appear(Verbs of Appearance, Disappearance, and Occurrence),reflexive appearance(Verbs of Appearance, Disappearance, and Occurrence),",,,
forward,"send(Verbs of Sending and Carrying),",,,
fossilize,"other change-of-state(Verbs of Change of State),",,,
fracture,"hurt(Verbs Involving the Body),break(Verbs of Change of State),",,,
frame,"fill(Verbs of Putting),butter(Verbs of Putting),contiguous location(Verbs of Existence),",,,
fray,"other change-of-state(Verbs of Change of State),",,,
free,"cheat(Verbs of Removing),",,,
freeze,"knead(Verbs of Creation and Transformation),other change-of-state(Verbs of Change of State),",,,
freshen,"other change-of-state(Verbs of Change of State),",,,
frighten,"amuse(Psych-Verbs),",,,
frisk,"investigate(Verbs of Searching),",,,
frost,"other change-of-state(Verbs of Change of State),",,,
fructify,"other change-of-state(Verbs of Change of State),",,,
frustrate,"amuse(Psych-Verbs),",,,
fry,"preparing(Verbs of Creation and Transformation),cook(Verbs of Change of State),",,,
fuel,"butter(Verbs of Putting),",,,
fumble,"rummage(Verbs of Searching),",,,
funnel,"funnel(Verbs of Putting),",,,
furnish,"fulfilling(Verbs of Change of Possession),",,,
fuse,"mix(Verbs of Combining and Attaching),shake(Verbs of Combining and Attaching),other change-of-state(Verbs of Change of State),",,,
gag,"butter(Verbs of Putting),",,,
gain,"get(Verbs of Change of Possession),calibratable change-of-state(Verbs of Change of State),",,,
gall,"amuse(Psych-Verbs),",,,
galvanize,"amuse(Psych-Verbs),",,,
gape,"peer(Verbs of Perception),",,,
garage,"pocket(Verbs of Putting),",,,
garb,"being dressed(Verbs of Grooming and Bodily Care),",,,
garland,"fill(Verbs of Putting),butter(Verbs of Putting),",,,
garnish,"fill(Verbs of Putting),",,,
garrotte,"poison(Verbs of Killing),",,,
gasify,"other change-of-state(Verbs of Change of State),",,,
gather,"get(Verbs of Change of Possession),shake(Verbs of Combining and Attaching),",,,
gawk,"peer(Verbs of Perception),",,,
gaze,"peer(Verbs of Perception),",,,
gelatinize,"other change-of-state(Verbs of Change of State),",,,
generate,"engender(Engender Verbs),",,,
germinate,"entity-specific change-of-state(Verbs of Change of State),",,,
get,"get(Verbs of Change of Possession),",,,
gill,"pit(Verbs of Removing),",,,
give,"give(Verbs of Change of Possession),",,,
gladden,"amuse(Psych-Verbs),marvel(Psych-Verbs),other change-of-state(Verbs of Change of State),",,,
glance,"peer(Verbs of Perception),",,,
glare,"peer(Verbs of Perception),",,,
glaze,"color(Verbs of Coloring),",,,
glean,"learn(Learn Verbs),",,,
glide,"roll(Verbs of Motion),",,,
glimpse,"sight(Verbs of Perception),",,,
glom,"shake(Verbs of Combining and Attaching),",,,
glove,"butter(Verbs of Putting),",,,
glue,"tape(Verbs of Combining and Attaching),",,,
glutenize,"other change-of-state(Verbs of Change of State),",,,
gnash,"crane(Verbs Involving the Body),",,,
gnaw,"chew(Verbs of Ingesting),",,,
gobble,"gobble(Verbs of Ingesting),",,,
goggle,"peer(Verbs of Perception),",,,
gouge,"carve(Verbs of Cutting),",,,
grab,"steal(Verbs of Removing),obtain(Verbs of Change of Possession),",,,
graffiti,"butter(Verbs of Putting),",,,
graft,"shake(Verbs of Combining and Attaching),",,,
grant,"future-having(Verbs of Change of Possession),conjecture(Verbs with Predicative Complements),",,,
granulate,"other change-of-state(Verbs of Change of State),",,,
grasp,"hold(Hold and Keep Verbs),",,,
grate,"carve(Verbs of Cutting),appeal(Psych-Verbs),",,,
gratify,"amuse(Psych-Verbs),",,,
gravel,"butter(Verbs of Putting),",,,
gray,"other change-of-state(Verbs of Change of State),",,,
graze,"touch(Verbs of Contact: Touch Verbs),",,,
grease,"butter(Verbs of Putting),",,,
green,"other change-of-state(Verbs of Change of State),",,,
greet,"judgment(Judgment Verbs),",,,
grieve,"amuse(Psych-Verbs),",,,
grill,"preparing(Verbs of Creation and Transformation),cook(Verbs of Change of State),",,,
grind,"carve(Verbs of Cutting),build(Verbs of Creation and Transformation),crane(Verbs Involving the Body),",,,
grip,"hold(Hold and Keep Verbs),",,,
groom,"groom(Verbs of Grooming and Bodily Care),",,,
groove,"butter(Verbs of Putting),",,,
grope,"rummage(Verbs of Searching),",,,
ground,"pocket(Verbs of Putting),",,,
group,"shake(Verbs of Combining and Attaching),",,,
grow,"build(Verbs of Creation and Transformation),grow(Verbs of Creation and Transformation),",,,
growl,"other change-of-state(Verbs of Change of State),calibratable change-of-state(Verbs of Change of State),",,,
guarantee,"future-having(Verbs of Change of Possession),conjecture(Verbs with Predicative Complements),",,,
guard,"captain(Verbs with Predicative Complements),",,,
guess,"conjecture(Verbs with Predicative Complements),",,,
guide,"accompany(Verbs of Motion),",,,
gull,"cheat(Verbs of Removing),",,,
gulp,"gobble(Verbs of Ingesting),",,,
gum,"tape(Verbs of Combining and Attaching),",,,
gush,"appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
gut,"pit(Verbs of Removing),",,,
guzzle,"gobble(Verbs of Ingesting),",,,
hack,"cut(Verbs of Cutting),split(Verbs of Separating and Disassembling),build(Verbs of Creation and Transformation),",,,
hail,"characterize(Verbs with Predicative Complements),judgment(Judgment Verbs),",,,
